Site,Network(s),City,Country,Agency,Lat,Long,Height (m),Site,Receiver,Antenna,Radome,Calibration,Last RINEX2,Last RINEX3,Sat System,Site
UNX300AUS,IGS,Sydney,Australia,DLR/GSOC,-33.9177667,151.2318739,87.07,UNX300AUS,SEPT POLARX4,LEIAR25.R3,LEIT,ROBOT,n/a,2017-08-29,GPS+GLO+GAL+BDS+QZSS+SBAS,UNX300AUS
URAL00RUS,IGS,Ekaterinburg,Russian Federation,FBI URALTEST,56.838275,60.6148583,279.96,URAL00RUS,TRIMBLE R9S,CHCC220GR2,CHCD,ROBOT,n/a,2020-10-18,GPS+GLO+GAL+QZSS+SBAS,URAL00RUS
URUM00CHN,IGS,Urumqi,China,GFZ,43.80795,87.6006722,858.9,URUM00CHN,JAVAD TRE_3,JAVRINGANT_G5T,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,URUM00CHN
USN700USA,IGS,Washington,United States of America,JPL,38.9205661,-77.0662766,58.924,USN700USA,SEPT POLARX5TR,TPSCR.G5,TPSH,ROBOT,2020-09-17,2020-09-17,GPS+GLO+GAL+BDS,USN700USA
USN800USA,IGS,Washington,United States of America,USNO,38.9205661,-77.0662766,58.924,USN800USA,SEPT POLARX5TR,TPSCR.G5,TPSH,ROBOT,2020-10-18,2020-10-20,GPS+GLO+GAL+BDS+SBAS,USN800USA
USN900USA,IGS,Washington,United States of America,USNO,38.9205661,-77.0662766,58.924,USN900USA,NOV OEM6,TPSCR.G5,TPSH,ROBOT,2020-09-05,2020-09-05,GPS+GLO+GAL+BDS+SBAS,USN900USA
USNO00USA,IGS,Washington,United States,NGS,38.9189639,-77.066225,48.9,USNO00USA,ASHTECH Z-XII3T,AOAD/M_T,NONE,ROBOT,2015-03-19,n/a,GPS,USNO00USA
USP100FJI,IGS,Suva,Fiji,BHU,-18.1490861,178.4463722,70.6,USP100FJI,PANDA PD51A,HXCCGX601A,HXCS,ROBOT,n/a,2020-10-20,GPS+GLO+GAL+BDS,USP100FJI
USUD00JPN,IGS,Usuda,Japan,JPL,36.1331103,138.3620436,1508.6193,USUD00JPN,SEPT POLARX5,AOAD/M_T,JPLA,n/a,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS,USUD00JPN
UTQI00USA,IGS,Utqiagvik/Barrow,United States of America,GFZ,71.3227556,-156.6150167,12.1,UTQI00USA,JAVAD TR_G3TH,JAV_GRANT-G3T,NONE,ROBOT,n/a,2020-10-20,GPS+GLO+GAL,UTQI00USA
UZHL00UKR,IGS,Uzhgorod,Ukraine,MAO,48.632,22.2976,232,UZHL00UKR,NOV OEMV3,NOV702GG,NONE,ROBOT,2017-10-19,n/a,GPS+GLO,UZHL00UKR
VACS00MUS,IGS,Vacoas,Mauritius,JPL,-20.2970911,57.4970366,420.4,VACS00MUS,SEPT POLARX5,JAVRINGANT_DM,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS+IRNSS,VACS00MUS
VALD00CAN,IGS,Val D'Or,Canada,NRCan,48.0970583,-77.5641667,312.8,VALD00CAN,TPS NET-G5,TPSCR.G3,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO,VALD00CAN
VILL00ESP,IGS,Villafranca,Spain,ESOC,40.4435917,-3.9519806,647.4,VILL00ESP,SEPT POLARX5,SEPCHOKE_B3E6,NONE,ROBOT,2020-04-05,2020-10-20,GPS+GLO+GAL+BDS+SBAS,VILL00ESP
VIS000SWE,IGS,Visby,Sweden,LMV,57.6538667,18.3673111,79.8,VIS000SWE,SEPT POLARX5,AOAD/M_T,OSOD,n/a,2020-04-27,2020-10-20,GPS+GLO+GAL+BDS+SBAS,VIS000SWE
VNDP00USA,IGS,Vandenberg Air Force Base,United States of America,UNAVCO,34.5563111,-120.61645,-11.5,VNDP00USA,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2020-10-20,n/a,GPS+GLO+GAL,VNDP00USA
VOIM00MDG,IGS,Ambalavao,Madagascar,GFZ,-21.9063,46.7932722,1163.3,VOIM00MDG,JAVAD TR_G3TH,JAV_RINGANT_G3T,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL,VOIM00MDG
WAB200CHE,IGS,Bern,Switzerland,METAS,46.92375,7.4642556,611.21,WAB200CHE,SEPT POLARX5TR,SEPCHOKE_B3E6,SPKE,ROBOT,2020-10-20,2020-10-19,GPS+GAL,WAB200CHE
WARK00NZL,IGS,Warkworth,New Zealand,GNS,-36.4344111,174.6627806,111.3,WARK00NZL,TRIMBLE ALLOY,TRM115000.00,NONE,ROBOT,2020-10-19,2019-01-22,GPS+GLO+GAL+BDS+QZSS,WARK00NZL
WARN00DEU,IGS,Rostock-Warnemuende,Germany,BKG,54.1697861,12.101425,50.8,WARN00DEU,JAVAD TRE_3 DELTA,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+SBAS,WARN00DEU
WDC500USA,IGS,Washington D.C.,United States,NGA,38.9205639,-77.0663167,59,WDC500USA,ITT 3750300,TPSCR.G5,TPSH,ROBOT,2020-10-18,n/a,GPS,WDC500USA
WDC600USA,IGS,Washington D.C.,United States,NGA,38.9205639,-77.0663167,59,WDC600USA,ITT 3750300,TPSCR.G5,TPSH,ROBOT,2020-10-18,n/a,GPS,WDC600USA
WES200USA,IGS,Westford,United States,NGS,42.6133361,-71.4933278,85,WES200USA,SEPT POLARX5,TPSCR4,NONE,COPIED,2020-04-06,n/a,GPS+GLO+GAL,WES200USA
WGTN00NZL,IGS,Wellington,New Zealand,GNS,-41.3234564,174.8058931,26.06,WGTN00NZL,TRIMBLE ALLOY,TRM115000.00,NONE,ROBOT,2020-10-20,2019-01-22,GPS+GLO+GAL+BDS+QZSS,WGTN00NZL
WHC100USA,IGS,Whittier,United States of America,USGS,33.9798861,-118.0311694,94.25,WHC100USA,TPS NET-G3A,TPSCR.G3,SCIS,ROBOT,2020-10-20,n/a,GPS+GLO,WHC100USA
WHIT00CAN,IGS,Whitehorse,Canada,NRCan,60.7505,-135.2221,1427,WHIT00CAN,TPS NET-G3A,AOAD/M_T,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO,WHIT00CAN
WIDC00USA,IGS,Sky Valley,United States of America,USGS,33.9347583,-116.3917806,445.04,WIDC00USA,TRIMBLE NETR9,TRM57971.00,NONE,ROBOT,2020-10-20,n/a,GPS,WIDC00USA
WILL00CAN,IGS,Williams Lake,Canada,GSC,52.2369,-122.1678,1096,WILL00CAN,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2020-10-20,n/a,GPS+GLO,WILL00CAN
WIND00NAM,IGS,Windhoek,Namibia,GFZ,-22.5749194,17.0894306,1734.7,WIND00NAM,JAVAD TRE_3,JAVRINGANT_G5T,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL+BDS+IRNSS+SBAS,WIND00NAM
WLSN00USA,IGS,Mt. Wilson,United States of America,USGS,34.2261222,-118.0559139,1705.26,WLSN00USA,TPS NET-G3A,TPSCR.G3,NONE,ROBOT,2020-03-06,n/a,GPS+GLO,WLSN00USA
WROC00POL,IGS,Wroclaw,Poland,IGG WUELS,51.1132639,17.0620278,180.3,WROC00POL,LEICA GR50,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+QZSS+SBAS,WROC00POL
WSRT00NLD,IGS,Westerbork,Netherlands,DUT,52.9146,6.6045,86,WSRT00NLD,SEPT POLARX5,AOAD/M_T,DUTD,ROBOT,2020-04-14,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,WSRT00NLD
WTZ300DEU,IGS,Bad Koetzting,Germany,DLR/GSOC,49.1447778,12.8786389,663.4,WTZ300DEU,JAVAD TRE_G3TH DELTA,LEIAR25.R3,LEIT,ROBOT,2018-06-28,2020-10-20,GPS+GLO+GAL+SBAS,WTZ300DEU
WTZA00DEU,IGS,Bad Koetzting,Germany,BKG,49.144225,12.8789,665.9,WTZA00DEU,SEPT POLARX2,ASH700936C_M,SNOW,ROBOT,2020-10-20,n/a,GPS,WTZA00DEU
WTZR00DEU,IGS,Bad Koetzting,Germany,BKG,49.1441972,12.8789083,666,WTZR00DEU,LEICA GR50,LEIAR25.R3,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+IRNSS+SBAS,WTZR00DEU
WTZS00DEU,IGS,Bad Koetzting,Germany,BKG,49.1447861,12.878625,663.4,WTZS00DEU,SEPT POLARX5TR,LEIAR25.R3,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+IRNSS+SBAS,WTZS00DEU
WTZZ00DEU,IGS,Bad Koetzting,Germany,BKG,49.1442139,12.8789056,665.9,WTZZ00DEU,JAVAD TRE_3 DELTA,LEIAR25.R3,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS,WTZZ00DEU
WUH200CHN,IGS,Wuhan City,China,GFZ,30.5317,114.3573,25.8,WUH200CHN,JAVAD TRE_3,JAVRINGANT_G5T,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,WUH200CHN
WUHN00CHN,IGS,Wuhan,China,WHU,30.5316528,114.3572611,28.2,WUHN00CHN,TRIMBLE NETR9,TRM59800.00C,ENCL,n/a,2016-09-26,2020-10-19,GPS+GLO+BDS,WUHN00CHN
XMIS00AUS,IGS,Christmas Island,Australia,GA,-10.4499694,105.6884944,261.6,XMIS00AUS,TRIMBLE NETR9,JAVRINGANT_DM,NONE,ROBOT,2020-09-30,2020-10-20,QZSS+GPS+GLO+GAL+BDS,XMIS00AUS
YAKT00RUS,IGS,Yakutsk,Russian Federation,RDAAC,62.0309611,129.6803,103.37,YAKT00RUS,JAVAD TRE_3N DELTA,ASH701933B_M,SCIS,n/a,2020-10-20,n/a,GPS+GLO,YAKT00RUS
YAR200AUS,IGS,Yarragadee,Australia,GA,-29.0465611,115.3469722,241.3,YAR200AUS,TRIMBLE ALLOY,AOAD/M_T,NONE,ROBOT,2020-08-07,2020-10-20,GPS+GLO+QZSS+GAL+IRNSS+BDS,YAR200AUS
YAR300AUS,IGS,Yarragadee,Australia,GA,-29.0465,115.3471472,242.7,YAR300AUS,SEPT POLARX5,LEIAR25,NONE,ROBOT,2020-10-01,2020-10-20,QZSS+GPS+GLO+GAL+BDS,YAR300AUS
YARR00AUS,IGS,Yarragadee,Australia,GA,-29.0465944,115.3469694,241.4,YARR00AUS,SEPT POLARX5,LEIAT504,NONE,ROBOT,2020-10-01,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS,YARR00AUS
YEBE00ESP,IGS,Yebes,Spain,IGN-E,40.5248972,-3.0886306,972.8,YEBE00ESP,TRIMBLE NETR9,TRM29659.00,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO,YEBE00ESP
YEL200CAN,IGS,YELLOWKNIFE,Canada,CNES,62.4813211,-114.4808464,181.008,YEL200CAN,SEPT POLARX5TR,LEIAR25.R4,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS,YEL200CAN
YELL00CAN,IGS,Yellowknife,Canada,NRCan,62.4809,-114.4807,181,YELL00CAN,JAVAD TRE_3N DELTA,AOAD/M_T,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL,YELL00CAN
YIBL00OMN,IGS,Yibal,Oman,PDO,22.1864583,56.1123333,95.1,YIBL00OMN,TRIMBLE NETR9,ASH701945C_M,NONE,ROBOT,2019-06-30,n/a,GPS,YIBL00OMN
YKRO00CIV,IGS,Yamoussoukro,Cote d'Ivorie,JPL,6.8705603,-5.240093,270,YKRO00CIV,JAVAD TRE_3 DELTA,ASH701945C_M,NONE,ROBOT,2020-10-18,2020-10-18,GPS+GLO+GAL+BDS+QZSS+IRNSS,YKRO00CIV
YONS00KOR,IGS,SEOUL,Korea,SMG,37.5411222,127.0013444,96.849,YONS00KOR,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2016-02-28,n/a,GPS+GLO,YONS00KOR
YSSK00RUS,IGS,Yuzhno-Sakhalinsk,Russian Federation,RDAAC,47.0297361,142.7167194,91.2887,YSSK00RUS,JAVAD TRE_3N DELTA,ASH701933B_M,DOME,n/a,2020-10-20,n/a,GPS+GLO,YSSK00RUS
ZAMB00ZMB,IGS,Lusaka,Zambia,JPL,-15.4255408,28.3110124,1324.9144,ZAMB00ZMB,JAVAD TRE_3 DELTA,AOAD/M_T,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS,ZAMB00ZMB
ZECK00RUS,IGS,Zelenchukskaya,Russian Federation,BKG,43.7883917,41.5650667,1167,ZECK00RUS,JAVAD TRE_G3TH DELTA,JAVRINGANT_DM,JVDM,ROBOT,2020-10-20,n/a,GPS+GLO,ZECK00RUS
ZIM200CHE,IGS,Zimmerwald,Switzerland,SWISSTOPO,46.8770917,7.4650278,956.5,ZIM200CHE,TRIMBLE NETR9,TRM59800.00,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS,ZIM200CHE
ZIM300CHE,IGS,Zimmerwald,Switzerland,SWISSTOPO,46.8770917,7.4650278,956.5,ZIM300CHE,TRIMBLE NETR9,TRM59800.00,NONE,ROBOT,2020-02-07,2020-10-19,GPS+GLO+GAL+BDS+QZSS+SBAS,ZIM300CHE
ZIMM00CHE,IGS,Zimmerwald,Switzerland,SWISSTOPO,46.8770944,7.4652722,956.4,ZIMM00CHE,TRIMBLE NETR9,TRM29659.00,NONE,ROBOT,2020-10-20,2020-10-19,GPS,ZIMM00CHE
